backgroundColor,beanId,colorGroup,description,flavorName,glutenFree,groupName,imageUrl,ingredients,kosher,seasonal,sugarFree
#DD4B62,44,indianred,The Perfect Amount Of Pucker. Real Lemon Flavorings Give These Beans Their Tasty Tartness.,Sunkist® Lemon,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors', 'Sunkist® Citrus Mix Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/93aa8039-d6f6-4d33-8562-4d250bc60ad3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Puree', '2% Or Less Of The Following:', 'Sodium Lactate', 'Citric Acid', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#DD4B62,45,indianred,Mix It Up With This Citrusy Sweet Blend. Flavored With Real Orange Puree.,Mandarin Orange Mango Smoothie,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/5f0240a3-f7ee-401f-8d52-06e04b81cd29,"['Sugars (Sugar', 'Corn Syrup', 'Orange Puree)', 'Modified Corn Starch', 'Citric Acid', 'Flavors', 'Titanium Dioxide', 'Shellac', 'Sodium Citrate', 'Beeswax', 'Carnauba Wax', 'Tartrazine', 'Sunset Yellow Fcf', 'Allura Red.']",True,False,False
#D1CA3D,46,goldenrod,Fresh And Sweet. Tropical Island Goodness Flavored With Real Mango Puree.,Mango,False,"['Jelly Belly Official Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/f885e029-ed2f-4828-a861-a2ca203fda3d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Mango Juice From Puree', 'Mango Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Natural & Artificial Flavor', 'Color Added', 'Yellow 5 Lake', 'Yellow 5', 'Blue 1 Lake', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F99B25,47,goldenrod,"Go Mad For This Sweet, Fruity, And Delicious Mango Flavor From Snapple®.",Mango Madness,False,['Snapple® Mix Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/26cd4116-6409-41aa-87bc-fa60c1e4712f,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Cranberry Puree', 'Raspberry Puree', 'Grape Juice Concentrate', 'Mango Juice Concentrate', 'Strawberry Juice Concentrate', 'Kiwi Juice Concentrate', 'Lemon Puree', 'Cherry Juice Concentrate', 'Cranberry Juice Concentrate', 'Natural Flavors', 'Citric Acid', 'Color Added', 'Grape Concentrate (Color)', 'Turmeric (Color)', 'Apple (Color)', 'Hibiscus (Color)', 'Black Currant (Color)', 'Carrot (Color)', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax.']",True,False,False
#EBC669,48,burlywood,A Tropical Treat With A Bubbly Twist. This Fruity Delight Tastes Just Like Your Favorite Boba Milk Tea Drink.,Mango Milk Tea,False,['Boba Milk Tea Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/e3183e7b-32e2-4912-b439-e3070b00354b,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Fruit And Vegetable Juice (Color)', 'Citric Acid', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added', 'Yellow 5 Lake.']",True,False,False
#7EB159,49,yellowgreen,No Tequila Required. Made With A Twist Of Lime Juice.,Margarita,False,"['Jelly Belly Official Flavors', 'Cocktail Classics® Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/de15af51-3c70-4ecc-aa08-0421d2f8b9a6,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Natural And Artificial Flavors', 'Citric Acid', 'Sodium Citrate', 'Color Added', 'Yellow 5', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#C2E189,50,khaki,Savor The Perfect Blend Of Matcha Milk Tea And Tapioca Pearls In Every Bite.,Matcha Milk Tea,False,['Boba Milk Tea Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/bb22db94-1576-444c-9d5c-5654760b63dc,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Spirulina Extract (Color)', 'Turmeric (Color)', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added.']",True,False,False
#D48840,51,peru,"A Sophisticated Combination Of Champagne And Orange Juice. There'S No Bubbly, But Each Is Deliciously Flavored With Real Orange Puree.",Mimosa,False,['Cocktail Classics® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/62223645-ae3e-4235-ae61-49ccfb736a20,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Orange Puree', 'Natural & Artificial Flavors', 'Citric Acid', 'Sodium Lactate', 'Color Added', 'Yellow 6', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#83AD5C,52,darkseagreen,A Delicious Combination Of Chocolate And Mint Flavor In Every Bean.,Mint Chocolate Chip®,False,['Cold Stone® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/47c39487-4faa-4dc1-8b58-3b18e2de6a43,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Cocoa Powder', 'Dark Chocolate (Sugar', 'Chocolate Liquor', 'Cocoa Butter)', 'Natural & Artificial Flavors', 'Color Added', 'Yellow 5 Lake', 'Blue 1 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Tapioca Dextrin', 'Salt.']",True,False,False
#B598AF,53,darkgray,A Delightful Mix Of Creamy Berry Flavors. No Blender Required.,Mixed Berry Smoothie,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/6671ca61-29e4-4c6c-9a5a-f0b161e8cabd,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Blueberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Natural & Artificial Flavors', 'Color Added', 'Red 40', 'Red 40 Lake', 'Blue 1', 'Blue 2 Lake', 'Yellow 5 Lake', 'Citric Acid', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#03ad50,54,seagreen,Sit Back And Enjoy The Refreshing Taste Of Mint And Lime Without Any Of The Alcohol.,Mojito,False,['Cocktail Classics® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/ae599b54-6174-4fc2-bc8c-4fd4be9575da,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Lemon Puree', 'Lime Juice Concentrate', 'Peach Puree Concentrate', 'Pomegranate Juice Concentrate', 'Strawberry Puree', 'Coconut', 'Natural & Artificial Flavors', 'Citric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Color Added', 'Red 40 Lake', 'Red 40', 'Yellow 5 & 6', 'Yellow 5 & 6 Lake', 'Blue 1', 'Blue 1 Lake', 'Grape Skin Extract (Color)', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Tapioca Dextrin.']",True,False,False
#AD7E47,55,peru,"Complete With A Copper Finish, This Bean Tastes Like The Iconic Cocktail Without The Distilled Spirit.",Moscow Mule,False,['Cocktail Classics® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/d2511937-9cf5-4f2a-918e-e793fe314a43,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural & Artificial Flavors', 'Citric Acid', 'Color Added', 'Yellow 5', 'Red 40', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F6A763,56,sandybrown,The Iconic Orange Soda Flavor That Offers A Refreshingly Sweet Escape On A Warm Afternoon.,Orange Crush,False,['Soda Pop Shoppe® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/01716593-31a1-42ae-b31e-fb9bee03aefa,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Acacia Gum', 'Citric Acid', 'Sodium Lactate', 'Natural & Artificial Flavor', 'Color Added', 'Yellow 5 & 6', 'Red 40', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt.']",True,False,False
#F79C72,57,lightsalmon,The Light And Refreshing Combination Of Sweet Orange And Smooth Cream Flavors. Made Possible With Real Orange Puree. No Freezer Required.,Orange Sherbet,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/4c7cc562-717a-4633-885a-d02c71cd0f4f,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Orange Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavors', 'Color Added', 'Yellow 6 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#c2864b,58,peru,The Perfectly Sweet Flavor Everyone Loves To Wake Up To.,Original Glazed®,False,['Krispy Kreme® Doughnuts Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/c826460c-e441-48b1-9582-19bfe677265d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Apple Juice Concentrate', 'Citric Acid', 'Cocoa Powder', 'Natural & Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 5 & 6 Lake', 'Blue 1 & 2 Lake', 'Red 40', 'Vegetable And Fruit Juice (Color)', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Ground Cinnamon', 'Salt.']",True,False,False
#c4293e,59,crimson,Enjoy A Scoop Of Everyone'S Summertime Favorite. Flavored With Real Strawberry Puree For A Fresh Fruit Taste.,Our Strawberry Blonde®,False,['Cold Stone® Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/54f01786-0de0-4b6b-b2ac-daa2116c7ffb,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Strawberry Puree', 'Chocolate Liquor', 'Cocoa Butter', 'Cocoa Powder', 'Citric Acid', 'Ground Cinnamon', 'Tapioca Dextrin', 'Natural And Artificial Flavor', 'Color Added', 'Red 40 Lake', 'Yellow 5 & 6 Lake', 'Red 40', 'Blue 1 & 2 Lake', 'Blue 1', 'Yellow 5', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt.']",True,False,False
#EB8435,60,peru,The Luscious And Ripe Taste Of Summer. Flavored With Real Peach Puree.,Peach,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/c75fe96b-333c-420d-869b-6fba2486a914,"['Sugar', 'Corn Syrup', 'Peach Juice From Puree Concentrate', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Sodium Citrate', 'Natural And Artificial Flavor', 'Color Added', 'Yellow 5', 'Yellow 5 Lake', 'Red 40 Lake', 'Red 40', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#EFE393,61,khaki,Smooth & Creamy With Just A Hint Of Tartness. Flavoured With Real Pear And Pineapple Juices.,Pineapple Pear Smoothie,False,[],https://cdn-tp1.mozu.com/9046-m1/cms/files/cb895cb6-1fa4-4327-97fe-0d2c043788d7,"['Sugar', 'Glucose Syrup', 'Modified Cornstarch', 'Pear Juice Concentrate', 'Flavourings', 'Colours (E100', 'E171)', 'Acidity Regulator (E330)', 'Glazing Agents (E901', 'E903', 'E904)', 'Vegetable Concentrate (Spirulina).']",True,False,False
#da566a,62,indianred,"All Pink With A Flavor That Is Tart, Tangy, And Lemony.",Pink Lemonade,False,['Snapple® Mix Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/64c8a21f-56d6-4e15-ada5-73530ca410f4,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Cranberry Puree', 'Raspberry Puree', 'Grape Juice Concentrate', 'Mango Juice Concentrate', 'Strawberry Juice Concentrate', 'Kiwi Juice Concentrate', 'Lemon Puree', 'Cherry Juice Concentrate', 'Cranberry Juice Concentrate', 'Natural Flavors', 'Citric Acid', 'Color Added', 'Grape Concentrate (Color)', 'Turmeric (Color)', 'Apple (Color)', 'Hibiscus (Color)', 'Black Currant (Color)', 'Carrot (Color)', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax.']",True,False,False
#7EB159,63,yellowgreen,Smooth & Creamy With Just A Hint Of Tartness. Flavored With Real Pear And Pineapple Juices.,Piñ1A Colada,False,"['Cocktail Classics® Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/653fa358-460d-4883-8aab-5b8ca7d67cf0,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Coconut', 'Citric Acid', 'Artificial Flavors', 'Color Added', 'Yellow 5', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#293656,64,darkslategray,Sweet And Ripe. Flavoured With Real Plum Juice To Give It A Freshly Picked Taste.,Plum,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/6a268368-578b-4118-b664-48df18dfe32b,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Plum Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Natural And Artificial Flavors', 'Citric Acid', 'Sodium Citrate', 'Color Added', 'Red 40 Lake', 'Blue 1 & 2 Lake', 'Yellow 6 Lake', 'Red 40', 'Yellow 5', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#DD4B62,65,indianred,Perfectly Tart And Sweet But Without The Seeds. Flavored With Real Pomegranate Juice.,Pomegranate,False,"['Jelly Belly Official Flavors', 'Superfruit Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/6cef85fd-9273-4490-bf69-6448d361adc7,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Pomegranate Juice Concentrate', 'Natural & Artificial Flavor', 'Citric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Color Added', 'Red 40', 'Red 40 Lake', 'Blue 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#972C3F,66,brown,The Ultimate In Chic Drinks. Contains The Same Robust And Refreshing Taste As The Classic Cocktail Without Any Of The Alcohol.,Pomegranate Cosmo,False,[],https://cdn-tp1.mozu.com/9046-m1/cms/files/7d3a9d0f-b6b0-4a15-8304-b62c2422331e,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Lemon Puree', 'Lime Juice Concentrate', 'Peach Puree Concentrate', 'Pomegranate Juice Concentrate', 'Strawberry Puree', 'Coconut', 'Natural & Artificial Flavors', 'Citric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Color Added', 'Red 40 Lake', 'Red 40', 'Yellow 5 & 6', 'Yellow 5 & 6 Lake', 'Blue 1', 'Blue 1 Lake', 'Grape Skin Extract (Color)', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Tapioca Dextrin.']",True,False,False
#B11F29,67,firebrick,Enjoy The Fresh-Picked Taste Of Real Raspberry Puree.,Raspberry,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/0ad95037-f351-452b-b81e-62d07357ec35,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Raspberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Artificial Flavor', 'Color Added', 'Yellow 6', 'Red 40 Lake', 'Red 40', 'Yellow 5 & 6 Lake', 'Blue 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#972C3F,68,brown,"Crisp, Delicious And Sweet. A Classic Taste That Only Comes From Including Real Apple Juice.",Red Apple,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/488e9a3f-c4d2-4330-ab8e-bfc41205566a,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Apple Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Lactic Acid', 'Citric Acid', 'Fumaric Acid', 'Natural And Artificial Flavor', 'Color Added', 'Red 40', 'Yellow 6', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#FF9BB3,69,lightpink,The Delicious Flavour Of A Glass Of Bubbly That Makes Every Occasion Extra Rosy.,Rose,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/0162eacd-3d45-4dae-b44f-262987ec1100,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural & Artificial Flavors', 'Citric Acid', 'Color Added', 'Red 40', 'Red 3', 'Blue 2 Lake', 'Red 40 Lake', 'Maltodextrin', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax.']",True,False,False
#E9CCAD,70,wheat,"The Perfect Taste Combination Of Marshmallow, Graham Cracker And Chocolate. No Campfire Required.",S'Mores,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/41f3ac58-a03d-4b75-b566-fc1ff9d1b336,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Natural And Artificial Flavor', 'Color Added', 'Vegetable And Fruit Juice (Color)', 'Yellow 5 & 6 Lake', 'Blue 2 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt.']",True,False,False
#871922,71,brown,We Turned Up The Heat. This Bean'S Fiery Cinnamon Flavor Bites Back With A Delectable Spice That'S Just Right.,Sizzling Cinnamon,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/4473a98d-1f4e-4242-aefa-6882472cc211,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Artificial Flavor', 'Color Added', 'Red 40 Lake', 'Yellow 5 Lake', 'Yellow 5', 'Red 40', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#9E222C,72,brown,A Sour Twist To One Of Our Most Popular Flavors. Made To Perfection With Real Cherry Juice For A Delicious Fresh-Picked Flavor.,Sour Cherry,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors', 'Sours Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/a0ed8075-fc86-4fe9-ad34-64f70a250b46,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Cherry Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Fumaric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Artificial Flavor', 'Color Added', 'Red 40 Lake', 'Turmeric (Color)', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#3a7295,73,steelblue,So Sour. So Good. Flavorings Of Real Grape Juice Produces A Fresh From The Vine Taste.,Sour Grape,False,['Sours Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/b03ee77c-fb40-485d-9457-00b685295329,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Tartaric Acid', 'Grape Juice Concentrate', 'Gum Arabic', 'Natural & Artificial Flavor', 'Vegetable & Fruit Juice (Color)', 'Color Added', 'Red 40', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F9D501,74,gold,This Bean Packs Extra Pucker Power. Real Lemon Puree' Delivers Its Special Tasty Tartness.,Sour Lemon,False,['Sours Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/93aa8039-d6f6-4d33-8562-4d250bc60ad3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Fumaric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F99B25,75,goldenrod,Pucker Up! Flavored With Real Orange Puree.,Sour Orange,False,['Sours Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/2c756f64-6b9e-413f-a0b6-54f9f033d4ed,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Apple Juice Concentrate', 'Grape Juice Concentrate', 'Lemon Puree', 'Cherry Juice Concentrate', 'Orange Puree', 'Citric Acid', 'Fumaric Acid', 'Sodium Citrate', 'Sodium Lactate', 'Natural And Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Blue 1 & 2', 'Blue 1 & 2 Lake', 'Yellow 5 & 6 Lake', 'Yellow 5', 'Turmeric (Color)', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#E5932E,76,goldenrod,Go Ahead. Mix It Up! A Delicious Combo Flavored With Real Strawberry And Banana Purees.,Strawberry Banana Smoothie,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/bc9729ec-1e40-4504-b41e-6cd0805fe599,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Pomegranate Juice Concentrate', 'Peach Puree Concentrate', 'Banana Puree', 'Pear Juice Concentrate', 'Natural And Artificial Flavors', 'Citric Acid', 'Sodium Lactate', 'Sodium Citrate', 'Color Added', 'Red 40', 'Yellow 5 & 6', 'Yellow 5 & 6 Lake', 'Blue 1 & 2 Lake', 'Red 40 Lake', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Salt', 'Coffee', 'Tapioca Dextrin.']",True,False,False
#E798AB,77,lightpink,"A Dessert Lover'S Dream! There Is A Reason Why It'S One Of Our Most Popular Flavors. Go Ahead, Treat Yourself.",Strawberry Cheesecake,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/ebf62896-5b77-411b-ac14-f28a70555e27,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Strawberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Red 40', 'Yellow 5 Lake', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#B95A66,78,indianred,You'Ll Feel Like You Are Poolside As You Enjoy The Fresh Fruity Taste. We Flavor Each Bean With Real Strawberry Puree.,Strawberry Daiquiri,False,"['Jelly Belly Official Flavors', 'Cocktail Classics® Flavors', 'Tropical Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/cce90e1d-7ced-4e18-a05b-734c36287baf,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Strawberry Juice From Puree', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Natural And Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 6', 'Red 40', 'Yellow 5 & 6 Lake', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#E798AB,79,lightpink,Classic Glazed Donut Flavors With The Added Indulgence Of Strawberry Icing.,Strawberry Iced,False,['Krispy Kreme® Doughnuts Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/af61cc87-48ba-4364-9417-5aa6767dc7c3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Apple Juice Concentrate', 'Citric Acid', 'Cocoa Powder', 'Natural & Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 5 & 6 Lake', 'Blue 1 & 2 Lake', 'Red 40', 'Vegetable And Fruit Juice (Color)', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze"", 'Ground Cinnamon', 'Salt.']",True,False,False
#C02032,80,firebrick,The Perfect Sweet Topping. Flavoured With Real Strawberry Juice For A Fresh From The Jar Taste.,Strawberry Jam,False,"['Jelly Belly Official Flavors', 'Kids Mix Flavors']",https://cdn-tp1.mozu.com/9046-11441/cms/files/d3de2b1e-08ce-495e-9b6c-021d9fbc1601,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Strawberry Juice From Concentrate', 'Contains 2% Or Less Of The Following:', 'Citric Acid', 'Artificial Flavors', 'Color Added', 'Red 40 Lake', 'Yellow 6', 'Red 40', 'Blue 2 Lake', 'Yellow 5 & 6 Lake', 'Tapioca Dextrin', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F9CAC8,81,pink,"Refreshing And Sweet. Sweet Strawberries, Milk Tea, And Tapioca Pearls Combine For A Delightful Treat.",Strawberry Milk Tea,False,['Boba Milk Tea Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/0172a080-8a8f-4e2d-802c-d9b596708950,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Contains 2% Or Less Of The Following:', 'Citric Acid', ""Confectioner'S Glaze"", 'Beeswax', 'Carnauba Wax', 'Natural And Artificial Flavors', 'Salt', 'Color Added', 'Red 40', 'Yellow 6 Lake.']",True,False,False
#F9D501,82,gold,The Perfect Amount Of Pucker. Real Lemon Flavorings Give These Beans Their Tasty Tartness.,Lemon,False,['Jelly Belly Official Flavors'],https://cdn-tp1.mozu.com/9046-m1/cms/files/93aa8039-d6f6-4d33-8562-4d250bc60ad3,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lemon Juice From Puree', '2% Or Less Of The Following:', 'Sodium Lactate', 'Citric Acid', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#D5DC55,83,darkkhaki,"Sweet, Tart, And Zesty. Flavored With Real Lime Juice For That Fresh-Picked Taste.",Sunkist® Lime,False,"['Jelly Belly Official Flavors', 'Sunkist® Citrus Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/c12f270c-e207-41a6-9a09-4df3024ea08a,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Lime Juice From Concentrate', '2% Or Less Of The Following:', 'Sodium Lactate', 'Citric Acid', 'Natural Flavor', 'Color Added', 'Yellow 5', 'Blue 1', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
#F99B25,84,goldenrod,The Perfect Way To Wake Up Your Taste Buds. Each Flavored With Real Orange Puree For A Sweet Citrus Treat.,Sunkist® Orange,False,"['Jelly Belly Official Flavors', 'Sunkist® Citrus Mix Flavors']",https://cdn-tp1.mozu.com/9046-m1/cms/files/447dd4bc-23dd-4736-8343-18af394a1d4d,"['Sugar', 'Corn Syrup', 'Modified Food Starch', 'Orange Juice From Orange Puree', '2% Or Less Of The Following:', 'Citric Acid', 'Sodium Lactate', 'Natural Flavor', 'Color Added', 'Yellow 6', 'Beeswax', 'Carnauba Wax', ""Confectioner'S Glaze.""]",True,False,False
